draco.cs.umu.se - 750;


Packet drop rate;
0.06711409395973154;0.027491408934707903;0.04482758620689655;0.07142857142857142;0.037800687285223365;0.03819444444444445;0.027777777777777776;0.10069444444444445;0.3993055555555556;0.40625;
1;2;4;6;8;16;32;64;128;256;

Packet latency;
338.5863309352518;304.01413427561835;313.2129963898917;333.96336996337;313.0892857142857;332.0902527075812;314.27142857142854;535.6563706563707;936.5317919075145;949.2982456140351;
1;2;4;6;8;16;32;64;128;256;

Frame per second;
0.0318718327366218;0.06911486891213196;0.13578961662064906;0.18136751103319024;0.24336821611097592;0.4471605306304964;0.7729966503478486;0.9096422073984233;1.3117621337997376;1.2820512820512822;
1;2;4;6;8;16;32;64;128;256;

Bandwidth Utilization;
18146.0367375992;40057.872183569096;77032.90635042773;101403.30088870079;139557.06984667803;253672.38038455806;443267.1991754703;482503.3353547605;464762.57105378225;448984.6153846154;
1;2;4;6;8;16;32;64;128;256;

Amount of time;
94.127;43.406;22.094;16.541;12.327;6.709;3.881;3.298;2.288;2.341;
1;2;4;6;8;16;32;64;128;256;

