dobby.cs.umu.se - 750;


Packet drop rate;
0.03424657534246575;0.047619047619047616;0.03103448275862069;0.048109965635738834;0.01384083044982699;0.058823529411764705;0.027777777777777776;0.08680555555555555;0.39372822299651566;0.4027777777777778;
1;2;4;6;8;16;32;64;128;256;

Packet latency;
307.73758865248226;316.575;302.8185053380783;320.03971119133575;290.2;324.38235294117646;319.02142857142854;522.8859315589353;933.1206896551724;968.1569767441861;
1;2;4;6;8;16;32;64;128;256;

Frame per second;
0.03456938074715955;0.06748700875081547;0.13588187335809404;0.19277727798483485;0.27865502507895223;0.46153846153846156;0.7244626901714561;0.9696186166774402;1.2970168612191957;1.2975778546712804;
1;2;4;6;8;16;32;64;128;256;

Bandwidth Utilization;
19965.06187919154;38699.75029806762;78198.38753510281;109361.77869168489;162645.36503808285;257102.76923076925;415435.88505191985;522259.85778926965;462194.5525291828;457079.58477508655;
1;2;4;6;8;16;32;64;128;256;

Amount of time;
86.782;44.453;22.078;15.562;10.766;6.5;4.141;3.094;2.313;2.312;
1;2;4;6;8;16;32;64;128;256;

