bellatrix.cs.umu.se - 750;


Packet drop rate;
0.03424657534246575;0.02413793103448276;0.034482758620689655;0.02422145328719723;0.05517241379310345;0.034722222222222224;0.034722222222222224;0.0798611111111111;0.3923611111111111;0.4027777777777778;
1;2;4;6;8;16;32;64;128;256;

Packet latency;
299.42907801418437;294.36749116607774;301.7142857142857;297.8262411347518;319.32481751824815;309.841726618705;322.5287769784173;520.7320754716981;929.6857142857143;964.7674418604652;
1;2;4;6;8;16;32;64;128;256;

Frame per second;
0.03552860644962636;0.07110015642034412;0.13882461823229986;0.20350020350020348;0.25010421008753647;0.4734101309768029;0.7794232268121589;0.8741258741258742;1.3134851138353767;1.3015184381778742;
1;2;4;6;8;16;32;64;128;256;

Bandwidth Utilization;
20519.04925449141;41208.51305872873;79607.58907913003;117528.69352869352;140346.47769904128;269533.21761085687;443759.93764614186;474405.59440559446;470753.064798599;458467.67895878525;
1;2;4;6;8;16;32;64;128;256;

Amount of time;
84.439;42.194;21.61;14.742;11.995;6.337;3.849;3.432;2.284;2.305;
1;2;4;6;8;16;32;64;128;256;

